match_date,tournament,tournament_level,round,best_of,winner_name,loser_name,winner_hand,loser_hand,winner_rank,loser_rank,w_games_won,l_games_won,w_points_won,l_points_won,w_deuce_games_won,w_deuce_games_played,l_deuce_games_won,l_deuce_games_played,w_first_game_won,winner_won_from_down
2021-09-03,WTT Feeder,FD,R32,5,Ho-Yan PRT59,Min ROU46,R,R,24,45,3,0,21,35,1,1,0,1,1,0
2021-09-03,WTT Feeder,FD,F,5,Yuki KOR12,Aarush TPE32,R,L,49,22,3,0,22,33,0,0,0,0,1,0
2021-09-03,WTT Feeder,FD,F,5,David AUT57,Ji-Hee GER49,R,R,47,57,3,0,18,33,0,0,0,0,1,0
2021-09-03,WTT Feeder,FD,R64,5,Sun KOR02,Lukas USA13,R,R,26,55,3,0,33,15,0,0,0,0,1,0
2021-09-03,WTT Feeder,FD,SF,5,Saki PRT14,Aarush TPE32,R,L,20,22,3,0,13,33,0,0,0,0,1,0
2021-09-09,WTT Feeder,FD,R16,5,Wen-Lin SWE40,Ji-Hee GER49,R,R,54,57,3,0,33,17,0,0,0,0,1,0
2021-09-09,WTT Feeder,FD,R16,5,Daniel KOR27,Diogo SVK42,R,R,53,7,4,3,11,33,0,0,0,0,0,1
2021-09-09,WTT Feeder,FD,R16,5,Sun USA44,Lukas ROU07,R,L,23,14,4,3,12,33,0,0,0,0,0,1
2021-09-09,WTT Feeder,FD,R32,5,Sun KOR02,Min USA54,R,R,26,60,3,0,33,12,0,0,0,0,1,0
2021-09-09,WTT Feeder,FD,R32,5,Saki JPN55,Lukas ROU07,R,L,10,14,3,0,33,14,0,0,0,0,1,0
2021-09-09,WTT Feeder,FD,R32,5,Andrei JPN19,Min ESP10,R,R,3,58,3,0,33,16,0,0,0,0,1,0
2021-09-09,WTT Feeder,FD,R16,5,Saki BRA21,Yuki KOR12,R,R,42,49,3,1,45,35,1,1,0,1,1,0
2021-09-09,WTT Feeder,FD,QF,5,Wei PRT31,Anna BRA41,R,R,34,32,4,3,20,34,0,1,1,1,0,1
2021-09-09,WTT Feeder,FD,SF,5,Ji-Hee GER29,Mima IND03,R,L,4,18,3,0,33,4,0,0,0,0,1,0
2021-09-09,WTT Feeder,FD,R16,5,Wei IND35,Aarush TPE32,R,L,15,22,3,0,33,11,0,0,0,0,1,0
2021-09-09,WTT Feeder,FD,QF,5,Chen-Yu TPE23,Ethan HKG37,R,L,8,13,3,1,49,29,1,1,0,1,1,0
2021-09-09,WTT Feeder,FD,QF,5,Min ROU46,Mima IND03,R,L,45,18,4,3,46,62,0,2,2,2,1,0
2021-09-09,WTT Feeder,FD,R64,5,Saki JPN55,Min USA54,R,R,10,60,3,0,33,10,0,0,0,0,1,0
2021-09-09,WTT Feeder,FD,R16,5,Anna BRA04,Felix FRA39,R,R,37,59,3,0,33,11,0,0,0,0,1,0
2021-09-09,WTT Feeder,FD,R16,5,Chen-Yu TPE23,David AUT57,R,R,8,47,3,0,33,9,0,0,0,0,1,0
2021-09-09,WTT Feeder,FD,QF,5,Min CHN56,Felix GER26,L,R,2,52,3,0,8,33,0,0,0,0,1,0
2021-09-10,WTT Feeder,FD,R32,5,Ethan AUT48,Andrei JPN19,L,R,16,3,4,3,48,63,1,2,1,2,1,0
2021-09-10,WTT Feeder,FD,F,5,Min ROU46,Yuki KOR12,R,R,45,49,3,0,14,33,0,0,0,0,1,0
2021-09-10,WTT Feeder,FD,SF,5,Anna TPE15,Min ESP10,R,R,38,58,3,0,15,33,0,0,0,0,1,0
2021-09-10,WTT Feeder,FD,SF,5,Wei AUT36,Felix FRA39,R,R,9,59,3,0,10,33,0,0,0,0,1,0
2021-09-10,WTT Feeder,FD,R16,5,Ethan AUT48,Anders POL53,L,R,16,12,3,0,8,33,0,0,0,0,1,0
2021-09-10,WTT Feeder,FD,QF,5,Wei PRT31,Aarush TPE32,R,L,34,22,3,0,13,33,0,0,0,0,1,0
2021-09-10,WTT Feeder,FD,F,5,Joao KOR20,Wei TPE05,R,R,5,44,3,0,12,33,0,0,0,0,1,0
2021-09-10,WTT Feeder,FD,F,5,Chen-Yu FRA47,Saki PRT14,R,R,30,20,4,3,34,27,0,1,1,1,0,1
2021-09-11,WTT Feeder,FD,R64,5,Ji-Hee GER29,Andrei KOR43,R,L,4,41,3,0,16,33,0,0,0,0,1,0
2021-09-11,WTT Feeder,FD,R32,5,Chen-Yu FRA47,Anders POL53,R,R,30,12,3,2,34,55,0,0,0,0,0,1
2021-09-11,WTT Feeder,FD,R32,5,Ji-Hee USA18,Andrei JPN19,L,R,43,3,4,3,13,33,0,0,0,0,0,1
2021-09-11,WTT Feeder,FD,F,5,Ji-Hee GER01,David AUT57,R,R,39,47,3,0,25,33,0,0,0,0,1,0
2021-09-11,WTT Feeder,FD,R64,5,Lukas USA13,Wen-Lin SWE40,R,R,55,54,4,3,44,27,0,0,0,0,0,1
2021-09-11,WTT Feeder,FD,R64,5,Ji-Hee GER29,Yuki ESP58,R,R,4,25,3,0,16,33,0,0,0,0,1,0
2021-09-11,WTT Feeder,FD,R64,5,Ji-Hee USA18,Anna TPE15,L,R,43,38,3,2,55,31,0,0,0,0,0,1
2021-09-11,WTT Feeder,FD,QF,5,Anna BRA41,Min USA54,R,R,32,60,3,0,33,17,0,0,0,0,1,0
2021-09-11,WTT Feeder,FD,R16,5,Wei IND35,Andrei KOR43,R,L,15,41,3,0,33,15,0,0,0,0,1,0
2021-09-11,WTT Feeder,FD,SF,5,Ethan AUT48,Anna BRA41,L,R,16,32,3,0,33,14,0,0,0,0,1,0
2021-09-11,WTT Feeder,FD,R64,5,Anna BRA04,Wei AUT36,R,R,37,9,4,3,17,33,0,0,0,0,0,1
2021-09-11,WTT Feeder,FD,F,5,Ethan HKG37,Sun SVK11,L,L,13,40,3,2,55,34,0,0,0,0,1,0
2021-09-12,WTT Feeder,FD,F,5,Min USA45,Daniel PRT17,R,R,17,50,3,0,15,33,0,0,0,0,1,0
2021-09-12,WTT Feeder,FD,R16,5,Sun USA44,Andrei KOR43,R,L,23,41,3,2,58,33,1,1,0,1,0,1
2021-09-12,WTT Feeder,FD,QF,5,Chen-Yu FRA47,Sun SVK11,R,L,30,40,3,0,24,34,1,1,0,1,1,0
2021-09-12,WTT Feeder,FD,R32,5,Andrei KOR43,Lukas USA13,L,R,41,55,3,0,17,33,0,0,0,0,1,0
2021-09-12,WTT Feeder,FD,R16,5,Felix PRT22,Sun SVK11,R,L,29,40,3,0,15,33,0,0,0,0,1,0
2021-09-12,WTT Feeder,FD,R16,5,Diogo SVK42,Saki PRT14,R,R,7,20,3,0,10,33,0,0,0,0,1,0
2021-09-12,WTT Feeder,FD,R32,5,Wei PRT31,Wen-Lin SWE40,R,R,34,54,3,0,20,33,0,0,0,0,1,0
2021-09-12,WTT Feeder,FD,R64,5,Wei GER00,Yuki GER51,L,R,21,19,3,2,56,32,1,1,0,1,1,0
2021-09-12,WTT Feeder,FD,R64,5,Anders POL53,Ji-Hee GER01,R,R,12,39,3,0,33,14,0,0,0,0,1,0
2021-09-12,WTT Feeder,FD,F,5,Wei AUT36,Wen-Lin SWE40,R,R,9,54,3,0,7,33,0,0,0,0,1,0
2021-09-12,WTT Feeder,FD,R16,5,Joao KOR20,Sun SVK11,R,L,5,40,3,2,30,57,0,1,1,1,0,1
2021-09-12,WTT Feeder,FD,R64,5,Anna BRA41,Min CHN56,R,L,32,2,4,3,12,33,0,0,0,0,0,1
2021-09-13,WTT Feeder,FD,R16,5,Chen-Yu FRA47,Yuki GER51,R,R,30,19,3,1,18,44,0,0,0,0,1,0
2021-09-13,WTT Feeder,FD,R32,5,Sun KOR02,Wen-Lin SWE40,R,R,26,54,3,0,11,33,0,0,0,0,1,0
2021-09-13,WTT Feeder,FD,SF,5,Diogo SVK42,Min ESP10,R,R,7,58,3,0,33,12,0,0,0,0,1,0
2021-09-13,WTT Feeder,FD,R64,5,Min USA54,David AUT57,R,R,60,47,4,3,55,40,0,0,0,0,0,1
2021-09-13,WTT Feeder,FD,R16,5,Petar ESP24,David AUT57,R,R,11,47,3,1,46,31,1,1,0,1,1,0
2021-09-13,WTT Feeder,FD,R64,5,Min CHN56,Min ROU46,L,R,2,45,3,0,34,16,1,1,0,1,1,0
2021-09-13,WTT Feeder,FD,R64,5,Lukas USA13,Yuki KOR12,R,R,55,49,4,3,45,31,0,1,1,1,1,0
2021-09-13,WTT Feeder,FD,R32,5,Mima IND03,Yuki ESP58,L,R,18,25,3,1,47,25,1,1,0,1,1,0
2021-09-13,WTT Feeder,FD,R16,5,Felix PRT22,Ji-Hee USA18,R,L,29,43,4,3,25,33,0,0,0,0,0,1
2021-09-13,WTT Feeder,FD,F,5,Pamela TPE30,Andrei KOR43,R,L,33,41,3,0,24,35,1,1,0,1,1,0
2021-09-13,WTT Feeder,FD,R64,5,Petar ESP24,Saki BRA21,R,R,11,42,3,0,38,21,1,1,0,1,1,0
2021-09-14,WTT Feeder,FD,R32,5,Wei IND35,Sun KOR02,R,R,15,26,3,0,33,22,0,0,0,0,1,0
2021-09-14,WTT Feeder,FD,R64,5,Ji-Hee GER29,Yuki ESP58,R,R,4,25,3,0,33,6,0,0,0,0,1,0
2021-09-14,WTT Feeder,FD,R16,5,Lukas USA13,Andrei JPN19,R,R,55,3,4,3,33,9,0,0,0,0,0,1
2021-09-14,WTT Feeder,FD,SF,5,Wei AUT36,Felix BRA34,R,R,9,35,3,0,33,23,0,0,0,0,1,0
2021-09-14,WTT Feeder,FD,R64,5,Sun KOR02,Sun USA44,R,R,26,23,3,0,21,35,1,1,0,1,1,0
2021-09-14,WTT Feeder,FD,QF,5,Saki JPN55,Daniel KOR27,R,R,10,53,3,0,10,33,0,0,0,0,1,0
2021-09-14,WTT Feeder,FD,R64,5,Petar GER08,Anders POL53,R,R,6,12,4,3,23,33,0,0,0,0,0,1
2021-09-14,WTT Feeder,FD,R64,5,Min CHN56,Min USA54,L,R,2,60,3,0,12,33,0,0,0,0,1,0
2021-09-14,WTT Feeder,FD,R32,5,Ji-Hee GER29,Anna TPE15,R,R,4,38,3,0,12,33,0,0,0,0,1,0
2021-09-14,WTT Feeder,FD,QF,5,Maria PRT09,Anna SWE06,L,R,48,36,4,3,55,35,0,0,0,0,1,0
2021-09-14,WTT Feeder,FD,QF,5,Felix PRT22,Min USA54,R,R,29,60,3,0,33,13,0,0,0,0,1,0
2021-09-14,WTT Feeder,FD,SF,5,Petar GER08,Sun KOR02,R,R,6,26,3,2,61,47,1,3,2,3,1,0
2021-09-14,WTT Feeder,FD,F,5,Pamela TPE30,Min USA45,R,R,33,17,3,2,55,30,0,0,0,0,0,1
2021-09-14,WTT Feeder,FD,R64,5,Wei AUT36,Pamela TPE30,R,R,9,33,3,1,24,44,0,0,0,0,1,0
2021-09-15,WTT Feeder,FD,QF,5,Wei TPE05,Felix GER26,R,R,44,52,4,3,56,34,0,1,1,1,1,0
2021-09-15,WTT Feeder,FD,R16,5,Wei AUT36,Pamela TPE30,R,R,9,33,3,0,21,34,1,1,0,1,1,0
2021-09-15,WTT Feeder,FD,R16,5,Anna SWE06,Yuki GER51,R,R,36,19,4,3,33,14,0,0,0,0,0,1
2021-09-15,WTT Feeder,FD,R16,5,Saki HKG33,Ji-Hee GER01,R,R,51,39,4,3,33,24,0,0,0,0,0,1
2021-09-15,WTT Feeder,FD,QF,5,Daniel KOR27,Pawel POL50,R,R,53,56,3,0,34,20,1,1,0,1,1,0
2021-09-15,WTT Feeder,FD,R64,5,Pamela KOR25,Chen-Yu TPE23,L,R,1,8,3,0,13,33,0,0,0,0,1,0
2021-09-15,WTT Feeder,FD,R64,5,Wei GER00,Mima KOR16,L,R,21,46,4,3,56,43,1,1,0,1,0,1
2021-09-15,WTT Feeder,FD,R16,5,Saki HKG33,Felix BRA34,R,R,51,35,4,3,14,33,0,0,0,0,0,1
2021-09-15,WTT Feeder,FD,F,5,Aarush PRT28,Anna BRA41,R,R,28,32,4,3,17,33,0,0,0,0,0,1
2021-09-15,WTT Feeder,FD,R64,5,Andrei JPN19,Daniel KOR27,R,R,3,53,3,0,10,33,0,0,0,0,1,0
2021-09-15,WTT Feeder,FD,R16,5,Chen-Yu FRA47,Min ESP10,R,R,30,58,3,0,9,33,0,0,0,0,1,0
2021-09-15,WTT Feeder,FD,SF,5,David AUT57,Lukas USA13,R,R,47,55,4,3,38,55,0,0,0,0,1,0
2021-09-15,WTT Feeder,FD,SF,5,Min KOR38,Sun SVK11,R,L,31,40,3,0,33,19,0,0,0,0,1,0
2021-09-15,WTT Feeder,FD,R64,5,Anna BRA04,Yuki KOR12,R,R,37,49,3,0,33,12,0,0,0,0,1,0
2021-09-15,WTT Feeder,FD,SF,5,Lukas ROU52,Min ESP10,R,R,27,58,3,0,33,10,0,0,0,0,1,0
2021-09-15,WTT Feeder,FD,F,5,Chen-Yu TPE23,Joao KOR20,R,R,8,5,3,0,18,33,0,0,0,0,1,0
2021-09-15,WTT Feeder,FD,F,5,Ethan AUT48,Daniel PRT17,L,R,16,50,3,0,33,5,0,0,0,0,1,0
2021-09-15,WTT Feeder,FD,SF,5,Joao KOR20,Yuki KOR12,R,R,5,49,3,0,24,34,1,1,0,1,1,0
2021-09-15,WTT Feeder,FD,QF,5,Joao KOR20,Ji-Hee GER01,R,R,5,39,3,0,33,12,0,0,0,0,1,0
2021-09-15,WTT Feeder,FD,F,5,Ethan AUT48,Pawel POL50,L,R,16,56,3,0,33,7,0,0,0,0,1,0
2021-09-16,WTT Feeder,FD,SF,5,Pamela TPE30,Yuki ESP58,R,R,33,25,3,0,11,33,0,0,0,0,1,0
2021-09-16,WTT Feeder,FD,R16,5,Ji-Hee USA18,Saki BRA21,L,R,43,42,3,0,33,16,0,0,0,0,1,0
2021-09-16,WTT Feeder,FD,SF,5,Ji-Hee GER01,Sun USA44,R,R,39,23,4,3,35,45,1,1,0,1,1,0
2021-09-16,WTT Feeder,FD,R16,5,Min ROU46,Ji-Hee GER49,R,R,45,57,3,0,33,13,0,0,0,0,1,0
2021-09-16,WTT Feeder,FD,R32,5,Chen-Yu TPE23,Pamela TPE30,R,R,8,33,3,0,16,33,0,0,0,0,1,0
2021-09-16,WTT Feeder,FD,F,5,Anna SWE06,David AUT57,R,R,36,47,3,0,21,33,0,0,0,0,1,0
2021-09-16,WTT Feeder,FD,SF,5,Lukas ROU07,Ji-Hee GER49,L,R,14,57,3,0,6,33,0,0,0,0,1,0
2021-09-16,WTT Feeder,FD,QF,5,Daniel PRT17,Mima KOR16,R,R,50,46,4,3,20,35,0,1,1,1,0,1
2021-09-16,WTT Feeder,FD,R64,5,Pamela KOR25,Wei TPE05,L,R,1,44,3,0,33,6,0,0,0,0,1,0
2021-09-16,WTT Feeder,FD,F,5,Andrei KOR43,Felix FRA39,L,R,41,59,3,0,33,13,0,0,0,0,1,0
2021-09-16,WTT Feeder,FD,R32,5,Ji-Hee GER01,David AUT57,R,R,39,47,3,0,33,14,0,0,0,0,1,0
2021-09-16,WTT Feeder,FD,F,5,Ho-Yan PRT59,Felix FRA39,R,R,24,59,3,0,8,33,0,0,0,0,1,0
2021-09-16,WTT Feeder,FD,R64,5,Aarush PRT28,Ji-Hee GER01,R,R,28,39,3,1,44,29,0,0,0,0,1,0
2021-09-16,WTT Feeder,FD,F,5,Min ROU46,Ho-Yan PRT59,R,R,45,24,4,3,22,35,0,1,1,1,0,1
2021-09-16,WTT Feeder,FD,R16,5,Sun SVK11,David AUT57,L,R,40,47,3,0,33,23,0,0,0,0,1,0
2021-09-16,WTT Feeder,FD,F,5,Petar GER08,David AUT57,R,R,6,47,3,0,12,33,0,0,0,0,1,0
2021-09-16,WTT Feeder,FD,R64,5,Saki BRA21,Lukas USA13,R,R,42,55,3,0,39,30,1,1,0,1,1,0
2021-09-22,WTT Feeder,FD,F,5,Andrei JPN19,Lukas ROU52,R,R,3,27,3,1,44,24,0,0,0,0,1,0
2021-09-22,WTT Feeder,FD,R16,5,Pamela KOR25,Sun KOR02,L,R,1,26,3,0,7,33,0,0,0,0,1,0
2021-09-22,WTT Feeder,FD,R64,5,Mima IND03,Pamela TPE30,L,R,18,33,4,3,47,38,1,3,2,3,0,1
2021-09-22,WTT Feeder,FD,R32,5,Saki JPN55,Anna TPE15,R,R,10,38,3,0,33,16,0,0,0,0,1,0
2021-09-22,WTT Feeder,FD,R16,5,Daniel PRT17,Sun KOR02,R,R,50,26,4,3,9,33,0,0,0,0,0,1
2021-09-22,WTT Feeder,FD,F,5,Mima IND03,Maria PRT09,L,L,18,48,3,0,17,33,0,0,0,0,1,0
2021-09-22,WTT Feeder,FD,R32,5,Felix PRT22,Min ESP10,R,R,29,58,3,0,8,33,0,0,0,0,1,0
2021-09-22,WTT Feeder,FD,SF,5,Anna BRA04,Min ESP10,R,R,37,58,3,0,12,33,0,0,0,0,1,0
2021-09-22,WTT Feeder,FD,QF,5,Andrei JPN19,Yuki GER51,R,R,3,19,3,0,7,33,0,0,0,0,1,0
2021-09-22,WTT Feeder,FD,F,5,Felix PRT22,Felix BRA34,R,R,29,35,3,0,33,22,0,0,0,0,1,0
2021-09-22,WTT Feeder,FD,QF,5,Felix PRT22,Felix FRA39,R,R,29,59,3,0,10,33,0,0,0,0,1,0
2021-09-22,WTT Feeder,FD,R32,5,Mima KOR16,Felix FRA39,R,R,46,59,3,0,17,33,0,0,0,0,1,0
2021-09-22,WTT Feeder,FD,F,5,Felix BRA34,Sun USA44,R,R,35,23,4,3,44,26,0,0,0,0,0,1
2021-09-22,WTT Feeder,FD,R32,5,Wei IND35,Felix FRA39,R,R,15,59,3,0,11,33,0,0,0,0,1,0
2021-09-22,WTT Feeder,FD,R32,5,Lukas ROU52,Sun KOR02,R,R,27,26,3,1,47,30,1,1,0,1,1,0
2021-09-23,WTT Feeder,FD,SF,5,Daniel PRT17,Daniel KOR27,R,R,50,53,3,2,35,56,0,1,1,1,1,0
2021-09-23,WTT Feeder,FD,SF,5,Ji-Hee GER29,Andrei JPN19,R,R,4,3,3,0,14,33,0,0,0,0,1,0
2021-09-23,WTT Feeder,FD,R16,5,Ho-Yan PRT59,Ji-Hee GER49,R,R,24,57,3,0,33,5,0,0,0,0,1,0
2021-09-23,WTT Feeder,FD,SF,5,Yuki GER51,Min CHN56,R,L,19,2,4,3,13,33,0,0,0,0,0,1
2021-09-23,WTT Feeder,FD,SF,5,Yuki KOR12,Wen-Lin SWE40,R,R,49,54,3,2,57,42,0,1,1,1,1,0
2021-09-23,WTT Feeder,FD,R64,5,Pamela KOR25,Anders POL53,L,R,1,12,3,0,9,33,0,0,0,0,1,0
2021-09-23,WTT Feeder,FD,R32,5,Sun KOR02,Felix PRT22,R,R,26,29,4,3,21,35,0,1,1,1,0,1
2021-09-23,WTT Feeder,FD,R32,5,Diogo SVK42,Pawel POL50,R,R,7,56,3,0,5,33,0,0,0,0,1,0
2021-09-23,WTT Feeder,FD,R32,5,Sun SVK11,Sun USA44,L,R,40,23,3,2,57,35,1,1,0,1,1,0
2021-09-23,WTT Feeder,FD,R64,5,Pamela KOR25,Wen-Lin SWE40,L,R,1,54,3,0,33,15,0,0,0,0,1,0
2021-09-23,WTT Feeder,FD,R16,5,Mima IND03,Felix FRA39,L,R,18,59,3,0,33,14,0,0,0,0,1,0
2021-09-23,WTT Feeder,FD,F,5,Diogo SVK42,Andrei KOR43,R,L,7,41,3,0,14,33,0,0,0,0,1,0
2021-09-23,WTT Feeder,FD,R64,5,Wei AUT36,Chen-Yu FRA47,R,R,9,30,3,0,33,11,0,0,0,0,1,0
2021-09-23,WTT Feeder,FD,SF,5,Saki PRT14,Ji-Hee USA18,R,L,20,43,4,3,30,44,0,0,0,0,0,1
2021-09-23,WTT Feeder,FD,R32,5,Saki BRA21,Anna SWE06,R,R,42,36,3,2,33,55,0,0,0,0,0,1
2021-09-24,WTT Feeder,FD,R16,5,Anna BRA41,Daniel KOR27,R,R,32,53,3,0,18,33,0,0,0,0,1,0
2021-09-24,WTT Feeder,FD,QF,5,Anna BRA41,Diogo SVK42,R,R,32,7,4,3,18,33,0,0,0,0,0,1
2021-09-24,WTT Feeder,FD,F,5,Anna BRA41,Felix FRA39,R,R,32,59,3,0,15,33,0,0,0,0,1,0
2021-09-24,WTT Feeder,FD,R32,5,Daniel KOR27,Min KOR38,R,R,53,31,4,3,25,34,0,1,1,1,0,1
2021-09-24,WTT Feeder,FD,R64,5,Wei AUT36,Ho-Yan PRT59,R,R,9,24,3,0,33,14,0,0,0,0,1,0
2021-09-24,WTT Feeder,FD,R16,5,Felix PRT22,Sun KOR02,R,R,29,26,4,3,45,32,0,1,1,1,0,1
2021-09-24,WTT Feeder,FD,QF,5,Pamela TPE30,Anna BRA41,R,R,33,32,3,2,40,58,1,1,0,1,0,1
2021-09-24,WTT Feeder,FD,SF,5,Wei GER00,Saki HKG33,L,R,21,51,3,0,33,17,0,0,0,0,1,0
2021-09-24,WTT Feeder,FD,F,5,Ji-Hee GER01,Wen-Lin SWE40,R,R,39,54,3,0,19,33,0,0,0,0,1,0
2021-09-24,WTT Feeder,FD,QF,5,Saki JPN55,Min USA54,R,R,10,60,3,0,33,14,0,0,0,0,1,0
2021-09-24,WTT Feeder,FD,R16,5,Felix PRT22,Ho-Yan PRT59,R,R,29,24,3,1,44,20,0,0,0,0,1,0
2021-09-24,WTT Feeder,FD,QF,5,Pamela TPE30,Min ROU46,R,R,33,45,3,0,33,21,0,0,0,0,1,0
2021-09-24,WTT Feeder,FD,R64,5,Joao KOR20,David AUT57,R,R,5,47,3,0,33,12,0,0,0,0,1,0
2021-09-24,WTT Feeder,FD,R32,5,Anders POL53,Anna SWE06,R,R,12,36,3,0,20,33,0,0,0,0,1,0
2021-09-24,WTT Feeder,FD,SF,5,Felix BRA34,Wei TPE05,R,R,35,44,3,0,33,20,0,0,0,0,1,0
2021-09-24,WTT Feeder,FD,SF,5,Ethan HKG37,Joao KOR20,L,R,13,5,3,0,14,33,0,0,0,0,1,0
2021-09-24,WTT Feeder,FD,R64,5,Anders POL53,Lukas USA13,R,R,12,55,3,0,33,17,0,0,0,0,1,0
2021-09-24,WTT Feeder,FD,F,5,Pamela KOR25,Ji-Hee USA18,L,L,1,43,3,0,5,33,0,0,0,0,1,0
2021-09-25,WTT Feeder,FD,R64,5,Joao KOR20,Anna BRA41,R,R,5,32,4,3,36,27,0,1,1,1,0,1
2021-09-25,WTT Feeder,FD,F,5,David AUT57,Aarush TPE32,R,L,47,22,4,3,56,33,1,1,0,1,1,0
2021-09-25,WTT Feeder,FD,QF,5,Ji-Hee GER29,Min USA45,R,R,4,17,3,1,47,32,1,1,0,1,0,1
2021-09-25,WTT Feeder,FD,SF,5,Maria PRT09,Yuki KOR12,L,R,48,49,3,1,46,34,1,1,0,1,0,1
2021-09-25,WTT Feeder,FD,QF,5,Min KOR38,Ji-Hee GER01,R,R,31,39,3,0,17,34,1,1,0,1,1,0
2021-09-25,WTT Feeder,FD,SF,5,Aarush PRT28,Yuki GER51,R,R,28,19,4,3,47,35,0,1,1,1,1,0
2021-09-25,WTT Feeder,FD,R64,5,Anna BRA04,Anna SWE06,R,R,37,36,3,0,33,22,0,0,0,0,1,0
2021-09-25,WTT Feeder,FD,F,5,Wei TPE05,Mima KOR16,R,R,44,46,4,3,33,11,0,0,0,0,0,1
2021-09-25,WTT Feeder,FD,SF,5,Daniel KOR27,Anna SWE06,R,R,53,36,4,3,45,33,1,1,0,1,0,1
2021-09-25,WTT Feeder,FD,F,5,Yuki GER51,Min ESP10,R,R,19,58,3,0,11,33,0,0,0,0,1,0
2021-09-25,WTT Feeder,FD,R64,5,Aarush TPE32,Felix FRA39,L,R,22,59,3,1,45,29,0,1,1,1,1,0
2021-09-26,WTT Feeder,FD,R16,5,Chen-Yu TPE23,Wei GER00,R,L,8,21,3,0,15,33,0,0,0,0,1,0
2021-09-26,WTT Feeder,FD,F,5,Sun KOR02,Min KOR38,R,R,26,31,3,0,15,33,0,0,0,0,1,0
2021-09-26,WTT Feeder,FD,QF,5,Yuki KOR12,Pawel POL50,R,R,49,56,3,0,19,33,0,0,0,0,1,0
2021-09-26,WTT Feeder,FD,R16,5,Andrei KOR43,Anna BRA41,L,R,41,32,4,3,33,24,0,0,0,0,0,1
2021-09-26,WTT Feeder,FD,F,5,Sun USA44,Andrei KOR43,R,L,23,41,4,3,20,33,0,0,0,0,0,1
2021-09-26,WTT Feeder,FD,SF,5,Min USA54,Wen-Lin SWE40,R,R,60,54,4,3,34,55,0,0,0,0,1,0
2021-09-26,WTT Feeder,FD,F,5,Lukas USA13,Wen-Lin SWE40,R,R,55,54,3,0,10,33,0,0,0,0,1,0
2021-09-26,WTT Feeder,FD,R16,5,Maria PRT09,Joao KOR20,L,R,48,5,4,3,55,34,0,0,0,0,1,0
2021-09-26,WTT Feeder,FD,QF,5,Yuki GER51,Ji-Hee GER49,R,R,19,57,3,0,5,33,0,0,0,0,1,0
2021-09-26,WTT Feeder,FD,F,5,Sun KOR02,Wei TPE05,R,R,26,44,3,0,33,16,0,0,0,0,1,0
2021-09-26,WTT Feeder,FD,R64,5,Pamela TPE30,Min ESP10,R,R,33,58,3,0,33,7,0,0,0,0,1,0
2021-09-26,WTT Feeder,FD,QF,5,Felix PRT22,Min USA54,R,R,29,60,3,0,33,15,0,0,0,0,1,0
2021-09-26,WTT Feeder,FD,R32,5,Min ROU46,Lukas USA13,R,R,45,55,4,3,56,36,0,1,1,1,0,1
2021-09-26,WTT Feeder,FD,R32,5,Ji-Hee GER01,Saki PRT14,R,R,39,20,4,3,20,44,0,0,0,0,0,1
2021-09-26,WTT Feeder,FD,QF,5,Wei AUT36,Ho-Yan PRT59,R,R,9,24,3,1,44,26,0,0,0,0,0,1
2021-09-26,WTT Feeder,FD,QF,5,Lukas ROU07,Chen-Yu FRA47,L,R,14,30,3,1,44,21,0,0,0,0,1,0
2021-09-27,WTT Feeder,FD,R64,5,Diogo SVK42,Min ESP10,R,R,7,58,3,0,33,10,0,0,0,0,1,0
2021-09-27,WTT Feeder,FD,R32,5,Anders POL53,Ethan HKG37,R,L,12,13,4,3,55,29,0,0,0,0,0,1
2021-09-27,WTT Feeder,FD,R16,5,Min CHN56,Wei PRT31,L,R,2,34,3,0,19,33,0,0,0,0,1,0
2021-09-27,WTT Feeder,FD,R64,5,Felix PRT22,Saki JPN55,R,R,29,10,4,3,29,44,0,0,0,0,1,0
2021-09-27,WTT Feeder,FD,SF,5,Chen-Yu TPE23,Lukas USA13,R,R,8,55,3,0,33,12,0,0,0,0,1,0
2021-09-27,WTT Feeder,FD,R32,5,Aarush PRT28,Felix FRA39,R,R,28,59,3,0,12,33,0,0,0,0,1,0
2021-09-27,WTT Feeder,FD,SF,5,Min USA45,David AUT57,R,R,17,47,3,0,34,16,1,1,0,1,1,0
2021-09-27,WTT Feeder,FD,R16,5,Anna SWE06,Min USA45,R,R,36,17,4,3,34,19,0,1,1,1,0,1
2021-09-27,WTT Feeder,FD,F,5,Ji-Hee USA18,Ji-Hee GER49,L,R,43,57,3,0,10,33,0,0,0,0,1,0
2021-09-27,WTT Feeder,FD,R16,5,Anna BRA04,Aarush PRT28,R,R,37,28,4,3,44,27,0,0,0,0,1,0
2021-09-27,WTT Feeder,FD,SF,5,Mima KOR16,Ji-Hee GER49,R,R,46,57,3,0,15,33,0,0,0,0,1,0
2021-09-27,WTT Feeder,FD,R16,5,Felix PRT22,Wei GER00,R,L,29,21,3,1,44,31,0,0,0,0,1,0
2021-09-27,WTT Feeder,FD,R32,5,Saki JPN55,Yuki KOR12,R,R,10,49,3,0,33,12,0,0,0,0,1,0
2021-09-27,WTT Feeder,FD,F,5,Min CHN56,Petar ESP24,L,R,2,11,3,0,14,33,0,0,0,0,1,0
